player_id,short_name,long_name,age,dob,height_cm,weight_kg,fifa_version,fifa_update,update_as_of,player_positions,overall,potential,value_eur,club_name,league_name,nationality_name,preferred_foot,skill_moves,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,skill_dribbling,skill_long_passing,skill_ball_control,movement_acceleration,movement_agility,power_shot_power,power_long_shots,mentality_positioning,mentality_vision,defending_marking_awareness,defending_standing_tackle,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk
229906,l.bailey,Leon Bailey,26,8/9/1997,181,69,24,2,9/22/2023,RM,79,80,35000000,Aston Villa,English Premier League,Jamaica,Left,4,77,73,84,33,62,73,78,57,75,84,75,81,93,85,72,65,79,77,21,25,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
229942,a.disasi,Axel Disasi,26,3/11/1998,190,86,24,2,9/22/2023,CB,79,80,42000000,Chelsea,English Premier League,France,Right,2,48,53,54,80,84,25,46,80,54,54,54,63,40,35,69,64,42,54,80,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
230658,a.melo,Arthur Melo,27,8/12/1996,172,68,24,2,9/22/2023,CM,78,79,15000000,Fiorentina,Italian Serie A,Brazil,Right,4,65,79,83,71,66,78,56,51,78,83,78,86,67,79,83,82,70,77,74,72,11,6,70+2,70+2,70+2,75,74,74,74,75,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,16+2
230666,g.jesus,Gabriel Jesus,27,4/3/1997,177,72,24,2,9/22/2023,ST,84,85,70000000,Arsenal,English Premier League,Brazil,Right,4,82,75,88,40,77,74,83,78,77,88,77,87,86,92,81,66,88,79,32,30,8,5,83+3,83+3,83+3,83,84,84,84,83,82+3,82+3,82+3,81+3,74+3,74+3,74+3,81+3,62+3,58+3,58+3,58+3,62+3,59+3,52+3,52+3,52+3,59+3,17+3
230899,a.lookman,Ademola Lookman,26,10/20/1997,174,69,24,2,9/22/2023,ST,81,82,30000000,Atalanta,Italian Serie A,Nigeria,Right,4,81,69,86,30,67,66,86,64,72,86,72,83,88,90,76,56,85,76,32,23,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
230918,t.chalobah,Trevoh Chalobah,24,7/5/1999,190,74,24,2,9/22/2023,CB,77,79,13000000,Chelsea,English Premier League,England,Right,3,47,65,69,78,77,53,44,73,64,69,64,72,60,51,75,70,49,64,79,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
230978,t.awoniyi,Taiwo Awoniyi,26,8/12/1997,178,73,24,2,9/22/2023,ST,77,78,28000000,Nottingham Forest,English Premier League,Nigeria,Right,3,76,59,72,32,81,57,78,77,56,72,56,70,70,64,69,56,79,53,33,27,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
231102,l.blas,Ludovic Blas,26,12/31/1997,180,69,24,2,9/22/2023,CAM,78,79,18000000,Rennes,French Ligue 1,France,Left,4,76,76,85,58,65,73,72,58,77,85,77,82,77,80,79,75,73,78,66,64,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
231340,g.montiel,Gonzalo Montiel,27,1/1/1997,180,73,24,2,9/22/2023,RB,79,80,10000000,Nottingham Forest,English Premier League,Argentina,Right,3,62,69,74,76,81,73,58,71,70,74,70,73,83,82,72,66,77,70,78,76,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
231352,t.abraham,Tammy Abraham,26,10/2/1997,190,82,24,2,9/22/2023,ST,80,81,35000000,Roma,Italian Serie A,England,Right,3,76,66,80,36,80,53,77,84,72,80,72,81,79,61,77,53,81,77,25,29,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
231443,o.dembele,Ousmane Dembélé,26,5/15/1997,178,60,24,2,9/22/2023,RW,86,87,60000000,Paris Saint-Germain,French Ligue 1,France,Both,5,77,81,89,36,57,86,75,43,82,89,82,87,94,90,80,76,80,83,36,30,5,6,81+2,81+2,81+2,84,84,84,84,84,85,85,85,84+1,78+2,78+2,78+2,84+1,63+2,62+2,62+2,62+2,63+2,58+2,52+2,52+2,52+2,58+2,14+2
231478,L. Martinez,Lautaro Martinez,26,8/22/1997,174,72,24,2,9/22/2023,ST,87,88,110000000,Internazionale,Italian Serie A,Argentina,Right,4,86,71,84,48,85,58,90,86,74,84,74,86,83,86,75,73,90,78,45,31,13,14,87+1,87+1,87+1,87,88,88,88,87,88,88,88,87+1,85+3,85+3,85+3,87+1,75+3,74+3,74+3,74+3,75+3,73+3,68+3,68+3,68+3,73+3,21+3
231521,e.palacios,Exequiel Palacios,25,10/5/1998,177,69,24,2,9/22/2023,CM,80,81,40000000,Leverkusen,German Bundesliga,Argentina,Right,3,74,77,79,79,73,67,71,63,78,79,78,81,68,78,83,82,72,79,84,81,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
231591,j.galan,Javi Galán,29,11/19/1994,172,63,24,2,9/22/2023,LB,82,82,7000000,Real Sociedad,Spanish La Liga,Spain,Left,4,56,77,85,79,72,84,50,74,68,85,68,86,80,75,83,79,66,60,73,85,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
231627,u.sadiq,Umar Sadiq,27,2/2/1997,192,74,24,2,9/22/2023,ST,77,78,14000000,Real Sociedad,Spanish La Liga,Nigeria,Right,3,76,60,76,30,76,51,80,74,60,76,60,75,80,66,72,48,71,61,19,20,11,8,76,76,76,76,76,76,76,76,76,76,76,76,73+2,73+2,73+2,76,62+2,62+2,62+2,62+2,62+2,59+2,57+2,57+2,57+2,59+2,18+2
231633,i.diop,Issa Diop,27,1/9/1997,194,89,24,2,9/22/2023,CB,78,79,22000000,Fulham,English Premier League,France,Right,2,37,53,52,79,80,37,30,78,48,52,48,62,56,52,68,63,42,43,79,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
231677,m.rashford,Marcus Rashford,26,10/31/1997,180,69,24,2,9/22/2023,LW,85,86,60000000,Manchester United,English Premier League,England,Right,5,86,78,86,42,74,77,86,76,78,86,78,84,88,81,79,72,87,79,39,38,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
231747,K. Mbappe,Kylian Mbappe,25,12/20/1998,178,73,24,2,9/22/2023,ST,91,92,180000000,Paris Saint-Germain,French Ligue 1,France,Right,5,90,80,93,36,78,78,94,73,82,93,82,92,97,93,86,71,93,83,38,34,11,6,90+3,90+3,90+3,91,91,91,91,91,89+3,89+3,89+3,89+3,81+3,81+3,81+3,89+3,68+3,63+3,63+3,63+3,68+3,63+3,54+3,54+3,54+3,63+3,18+3
231936,b.white,Ben White,26,10/8/1997,182,73,24,2,9/22/2023,RB,80,81,55000000,Arsenal,English Premier League,England,Right,2,30,70,74,82,77,58,22,74,72,74,72,77,70,66,82,80,51,73,83,83,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
232293,V. Osimhen,Victor Osimhen,25,12/29/1998,185,76,24,2,9/22/2023,ST,88,89,110000000,Napoli,Italian Serie A,Nigeria,Right,3,86,66,83,42,82,62,91,84,68,83,68,86,87,78,74,54,90,70,34,45,13,14,87+1,87+1,87+1,87,88,88,88,87,88,88,88,87+1,85+3,85+3,85+3,87+1,75+3,74+3,74+3,74+3,75+3,73+3,68+3,68+3,68+3,73+3,21+3
232487,w.endo,Wataru Endo,31,2/9/1993,178,74,24,2,9/22/2023,CM,80,80,13000000,Liverpool,English Premier League,Japan,Right,3,68,73,80,79,75,58,67,78,76,80,76,82,73,74,83,78,68,78,79,79,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
232488,c.romero,Cristian Romero,26,4/27/1998,185,82,24,2,9/22/2023,CB,82,83,60000000,Tottenham Hotspur,English Premier League,Argentina,Right,3,46,59,60,84,80,42,48,82,54,60,54,68,72,67,74,64,43,50,83,84,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
232580,g.magalhaes,Gabriel Magalhães,26,12/19/1997,190,78,24,2,9/22/2023,CB,84,85,65000000,Arsenal,English Premier League,Brazil,Left,2,41,62,52,85,82,38,37,85,60,52,60,71,61,51,78,74,44,59,86,84,5,6,66+2,66+2,66+2,62,63,63,63,62,62+2,62+2,62+2,64+2,65+2,65+2,65+2,64+2,74+2,76+2,76+2,76+2,74+2,77+2,83+2,83+2,83+2,77+2,18+2
232639,r.doan,Ritsu Doan,25,6/16/1998,172,69,24,2,9/22/2023,RM,78,79,15000000,Freiburg,German Bundesliga,Japan,Left,4,71,75,83,40,61,72,70,45,76,83,76,82,84,89,78,68,71,78,44,36,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
232656,t.hernandez,Theo Hernández,26,10/6/1997,184,78,24,2,9/22/2023,LB,85,86,60000000,Milan,Italian Serie A,France,Left,3,71,76,83,78,84,84,67,74,74,83,74,79,92,78,79,68,80,73,78,81,7,14,72+3,72+3,72+3,79,78,78,78,79,79+3,79+3,79+3,81+3,81+3,81+3,81+3,81+3,84+2,82+3,82+3,82+3,84+2,83+3,79+3,79+3,79+3,83+3,18+3
232658,d.doekhi,Danilho Doekhi,25,6/30/1998,190,84,24,2,9/22/2023,CB,78,79,17000000,Union Berlin,German Bundesliga,Netherlands,Right,2,42,59,60,78,82,46,39,83,58,60,58,69,57,64,70,68,49,57,75,79,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
232905,j.ito,Junya Ito,31,3/9/1993,176,68,24,2,9/22/2023,RM,78,78,10000000,Reims,French Ligue 1,Japan,Right,4,70,73,78,58,68,75,71,44,76,78,76,77,91,84,73,65,75,78,67,61,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
232938,t.tomiyasu,Takehiro Tomiyasu,25,11/5/1998,185,78,24,2,9/22/2023,RB,78,79,30000000,Arsenal,English Premier League,Japan,Right,2,33,67,69,80,79,65,29,74,65,69,65,74,72,69,75,70,58,63,78,81,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
233049,j.sancho,Jadon Sancho,24,3/25/2000,180,73,24,2,9/22/2023,LW,82,84,25000000,Dortmund,German Bundesliga,England,Right,5,70,80,89,33,47,77,76,38,82,89,82,86,81,89,85,68,82,84,36,34,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
233064,m.mount,Mason Mount,25,1/10/1999,175,63,24,2,9/22/2023,CAM,81,82,40000000,Manchester United,English Premier League,England,Right,3,79,82,81,56,67,83,78,59,81,81,81,82,75,73,83,83,79,80,59,59,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
233084,n.molina,Nahuel Molina,26,4/6/1998,175,69,24,2,9/22/2023,RB,82,83,35000000,AtlÃ©tico Madrid,Spanish La Liga,Argentina,Right,3,67,76,77,78,71,82,67,64,76,77,76,81,84,82,80,69,77,76,80,79,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
233152,k.itakura,Ko Itakura,27,1/27/1997,186,82,24,2,9/22/2023,CB,77,78,15000000,MÃ¶nchengladbach,German Bundesliga,Japan,Right,3,45,59,68,79,77,34,41,70,59,68,59,70,77,71,74,69,48,59,82,80,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
233419,r.raphinha,Raphinha,27,12/14/1996,176,78,24,2,9/22/2023,RW,84,85,50000000,Barcelona,Spanish La Liga,Brazil,Left,4,79,78,87,53,73,80,78,74,79,87,79,85,90,88,78,74,83,80,55,54,5,6,81+2,81+2,81+2,84,84,84,84,84,85,85,85,84+1,78+2,78+2,78+2,84+1,63+2,62+2,62+2,62+2,63+2,58+2,52+2,52+2,52+2,58+2,14+2
233486,r.lenormand,Robin Le Normand,27,11/11/1996,187,83,24,2,9/22/2023,CB,82,83,40000000,Real Sociedad,Spanish La Liga,Spain,Right,2,26,54,52,84,79,35,19,85,43,52,43,72,58,41,78,67,21,32,82,86,11,12,64+3,64+3,64+3,60,62,62,62,60,63+3,63+3,63+3,63+3,69+3,69+3,69+3,63+3,74+3,79+3,79+3,79+3,74+3,76+3,82,82,82,76+3,18+3
233500,l.sinisterra,Luis Sinisterra,24,6/17/1999,172,64,24,2,9/22/2023,LM,78,80,17000000,Bournemouth,English Premier League,Colombia,Right,4,72,70,85,53,61,68,73,69,72,85,72,81,92,93,75,65,76,73,50,48,9,7,80+3,80+3,80+3,83,83,83,83,83,82+3,82+3,82+3,83+2,77+3,77+3,77+3,83+2,71+3,68+3,68+3,68+3,71+3,67+3,61+3,61+3,61+3,67+3,16+3
233556,r.orsolini,Riccardo Orsolini,27,1/24/1997,183,73,24,2,9/22/2023,RM,78,79,14000000,Bologna,Italian Serie A,Italy,Left,4,75,74,84,39,65,75,73,54,76,84,76,84,79,83,74,67,72,77,40,26,8,5,61+2,61+2,61+2,64,63,63,63,64,63+2,63+2,63+2,63+2,59+2,59+2,59+2,63+2,52+2,50+2,50+2,50+2,52+2,50+2,45+2,45+2,45+2,50+2,14+2
233731,a.isak,Alexander Isak,24,9/21/1999,190,69,24,2,9/22/2023,ST,81,83,70000000,Newcastle United,English Premier League,Sweden,Right,4,81,72,86,39,72,66,83,75,76,86,76,86,82,81,78,59,83,79,38,34,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
233927,l.paqueta,Lucas Paquetá,26,8/27/1997,180,72,24,2,9/22/2023,CAM,81,82,65000000,West Ham United,English Premier League,Brazil,Left,5,77,79,86,69,76,72,78,68,80,86,80,85,71,75,82,78,80,82,71,72,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
234112,d.dodo,Dodô,25,11/17/1998,166,68,24,2,9/22/2023,RB,77,78,20000000,Fiorentina,Italian Serie A,Brazil,Right,3,59,73,77,71,72,78,60,55,72,77,72,79,85,82,77,66,78,72,72,74,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
234153,c.soler,Carlos Soler,27,1/2/1997,183,72,24,2,9/22/2023,CM,79,80,20000000,Paris Saint-Germain,French Ligue 1,Spain,Right,3,76,80,80,70,72,77,76,56,80,80,80,81,77,76,82,79,78,80,74,77,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
234236,p.schick,Patrik Schick,28,1/24/1996,186,73,24,2,9/22/2023,ST,83,83,22000000,Leverkusen,German Bundesliga,Czech Republic,Left,4,80,71,81,37,76,64,82,85,72,81,72,82,75,83,78,64,85,74,25,29,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
234396,a.davies,Alphonso Davies,23,11/2/2000,178,68,24,2,9/22/2023,LB,83,85,60000000,Bayern Munich,German Bundesliga,Canada,Left,4,66,78,85,74,77,85,64,70,78,85,78,84,96,86,82,71,77,77,78,74,5,14,77+3,77+3,77+3,82,80,80,80,82,80+3,80+3,80+3,82+3,78+3,78+3,78+3,82+3,81+3,78+3,78+3,78+3,81+3,80+3,76+3,76+3,76+3,80+3,18+3
234574,d.dalot,Diogo Dalot,25,3/18/1999,184,76,24,2,9/22/2023,RB,80,81,35000000,Manchester United,English Premier League,Portugal,Right,4,61,76,80,75,79,77,52,74,77,80,77,78,75,77,80,72,77,78,76,77,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
234742,h.barnes,Harvey Barnes,26,12/9/1997,174,68,24,2,9/22/2023,LW,80,81,35000000,Newcastle United,English Premier League,England,Right,3,77,75,81,43,69,72,78,46,78,81,78,82,84,78,78,69,81,80,43,43,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
234824,y.wissa,Yoane Wissa,27,9/3/1996,180,72,24,2,9/22/2023,LW,77,78,25000000,Brentford,English Premier League,Congo,Right,3,77,69,78,29,70,71,79,65,70,78,70,78,83,82,74,60,78,70,31,23,8,7,79+2,79+2,79+2,82,82,82,82,82,82,82,82,81+1,78+2,78+2,78+2,81+1,71+2,69+2,69+2,69+2,71+2,69+2,63+2,63+2,63+2,69+2,19+2
234943,f.neuhaus,Florian Neuhaus,27,3/16/1997,182,73,24,2,9/22/2023,CM,79,80,9000000,MÃ¶nchengladbach,German Bundesliga,Germany,Right,3,72,78,80,67,69,68,71,55,79,80,79,78,64,77,83,83,71,80,72,67,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
235008,l.robertone,Lucas Robertone,27,3/18/1997,175,69,24,2,9/22/2023,CM,79,80,7000000,AlmerÃ­a,Spanish La Liga,Argentina,Right,4,77,77,80,72,73,71,77,72,78,80,78,81,87,90,80,78,75,78,77,79,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
235173,i.sangare,Ibrahim Sangaré,26,12/2/1997,191,77,24,2,9/22/2023,CDM,81,82,32000000,Nottingham Forest,English Premier League,CÃ´te d'Ivoire,Right,3,66,74,76,81,86,66,61,71,74,76,74,75,69,64,79,77,68,74,84,82,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
235212,a.hakimi,Achraf Hakimi,25,11/4/1998,177,68,24,2,9/22/2023,RB,84,85,65000000,Paris Saint-Germain,French Ligue 1,Morocco,Right,4,75,80,79,75,78,84,75,68,79,79,79,82,91,83,82,73,78,78,78,76,6,8,78+3,78+3,78+3,81,80,80,80,81,80+3,80+3,80+3,82+3,79+3,79+3,79+3,82+3,82+3,79+3,79+3,79+3,82+3,81+3,76+3,76+3,76+3,81+3,16+3
235407,s.ozcan,Salih Özcan,26,1/11/1998,180,73,24,2,9/22/2023,CDM,78,79,13000000,Dortmund,German Bundesliga,Turkey,Right,3,62,71,75,76,81,62,66,73,72,75,72,75,77,78,76,76,68,73,81,76,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
235410,y.ennesyri,Youssef En-Nesyri,26,6/1/1997,192,77,24,2,9/22/2023,ST,82,83,18000000,Sevilla,Spanish La Liga,Morocco,Left,3,82,63,78,36,79,51,84,88,60,78,60,81,80,67,77,58,85,56,33,31,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
235432,m.munetsi,Marshall Munetsi,27,6/22/1996,187,82,24,2,9/22/2023,CDM,77,78,12000000,Reims,French Ligue 1,Zimbabwe,Right,3,69,69,72,73,80,55,68,68,72,72,72,75,63,54,76,74,75,76,76,75,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
235781,s.comesana,Santi Comesaña,27,10/5/1996,184,74,24,2,9/22/2023,CDM,78,79,6000000,Villarreal,Spanish La Liga,Spain,Right,3,68,69,76,77,74,49,69,66,70,76,70,77,59,61,79,78,63,72,73,81,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
235790,k.havertz,Kai Havertz,24,6/11/1999,186,77,24,2,9/22/2023,CAM,82,84,60000000,Arsenal,English Premier League,Germany,Left,4,79,79,84,45,68,74,81,80,80,84,80,85,75,75,83,79,83,81,38,46,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
235794,e.eze,Eberechi Eze,25,6/29/1998,173,69,24,2,9/22/2023,CAM,79,80,48000000,Crystal Palace,English Premier League,England,Right,4,76,77,83,49,68,72,78,49,78,83,78,81,77,82,81,75,76,80,52,58,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
235844,e.alvarez,Edson Álvarez,26,10/24/1997,185,71,24,2,9/22/2023,CDM,81,82,35000000,West Ham United,English Premier League,Mexico,Right,2,58,68,68,82,87,64,57,82,66,68,66,75,67,60,77,74,56,65,83,83,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
235997,f.beltran,Fran Beltrán,25,2/3/1999,172,68,24,2,9/22/2023,CDM,80,81,6000000,Celta Vigo,Spanish La Liga,Spain,Right,3,56,78,77,78,66,72,53,60,79,77,79,78,61,77,84,82,63,80,80,82,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
236015,m.gibbswhite,Morgan Gibbs-White,24,1/27/2000,177,67,24,2,9/22/2023,CAM,77,79,40000000,Nottingham Forest,English Premier League,England,Right,4,72,75,80,57,69,67,73,58,76,80,76,79,77,83,78,76,74,76,58,57,10,12,81+3,81+3,81+3,81,82,82,82,81,82+3,82+3,82+3,81+3,78+3,78+3,78+3,81+3,65+3,63+3,63+3,63+3,65+3,62+3,56+3,56+3,56+3,62+3,17+3
236276,a.danjuma,Arnaut Danjuma,27,1/31/1997,187,73,24,2,9/22/2023,ST,81,82,17000000,Everton,English Premier League,Netherlands,Right,4,81,76,84,44,67,77,83,72,76,84,76,83,84,83,80,66,82,77,32,52,6,5,81+1,81+1,81+1,73,78,78,78,73,77+3,77+3,77+3,72+3,74+3,74+3,74+3,72+3,56+3,61+3,61+3,61+3,56+3,53+3,57+3,57+3,57+3,53+3,18+3
236401,n.mazraoui,Noussair Mazraoui,26,11/14/1997,183,73,24,2,9/22/2023,RB,82,83,30000000,Bayern Munich,German Bundesliga,Morocco,Right,3,66,77,83,77,74,79,69,65,77,83,77,84,83,86,83,76,80,77,81,78,5,10,73+2,73+2,73+2,78,77,77,77,78,77+2,77+2,77+2,79+2,77+2,77+2,77+2,79+2,81+2,78+2,78+2,78+2,81+2,80+2,76+2,76+2,76+2,80+2,18+2
236480,y.bissouma,Yves Bissouma,27,8/30/1996,181,72,24,2,9/22/2023,CDM,79,80,35000000,Tottenham Hotspur,English Premier League,Mali,Right,4,67,74,78,77,76,65,58,65,74,78,74,77,71,72,79,75,68,74,81,81,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
236496,m.guendouzi,Mattéo Guendouzi,25,4/14/1999,185,68,24,2,9/22/2023,CM,79,80,25000000,Lazio,Italian Serie A,France,Right,4,69,78,76,74,81,67,66,69,80,76,80,80,73,84,83,79,74,81,77,76,7,7,72+3,72+3,72+3,79,78,78,78,79,82,82,82,80+2,82,82,82,80+2,77+3,79+3,79+3,79+3,77+3,74+3,71+3,71+3,71+3,74+3,15+3
236499,d.luiz,Douglas Luiz,25,5/9/1998,178,66,24,2,9/22/2023,CDM,79,80,70000000,Aston Villa,English Premier League,Brazil,Right,3,72,82,76,74,72,83,70,62,82,76,82,81,68,74,82,83,61,82,77,77,10,15,73+2,73+2,73+2,75,76,76,76,75,78+2,78+2,78+2,77+2,81+2,81+2,81+2,77+2,79+2,81+2,81+2,81+2,79+2,78+2,78+2,78+2,78+2,78+2,19+2
